amitabh_bachchan	allahabad
câmpulung	romania
héninbeaumont	geoent_héninbeaumont_6439604
nürtingen	badenwürttemberg
geraldton	lt_Western_AustraliaWestern_Australiagt
loosengohelle	geoent_loosengohelle_6439686
meudon	geoent_meudon_6451974
marsh_gibbon	buckinghamshire
näsinneula_tower	tampere
south_african_breweries	johannesburg
johannesburg	south_africa
chogolisa	pakistan
rockstar_north	edinburgh
edinburgh	scotland
scouts_canada	ottawa
otterton_mill	devon
mandarin_airlines	songshan_district_taipei
souchez	geoent_souchez_6439902
hotel_san_carlos_phoenix	phoenix_arizona
point_judith	lt_Rhode_IslandWashington_County_Rhode_Islandgt
mashonaland_central_province	geoent_republic_of_zimbabwe_878675
hockey_canada	calgary
taketomi	lt_OkinawaOkinawa_Prefecturegt
atrebates	hampshire
rock_of_gibraltar	gibraltar
kinder_scout	derbyshire
sellotape	winsford
winsford	cheshire
varennesjarcy	geoent_varennesjarcy_6446215
isen	lt_KagoshimaKagoshima_Prefecturegt
schlumberger	netherlands_antilles
netherlands_antilles	north_america
bandarabbas	iran
cisv	newcastle_upon_tyne
newcastle_upon_tyne	united_kingdom
gwaelodygarth	cardiff
cardiff	united_kingdom
xtra_west	vancouver
aulnaysousbois	geoent_aulnaysousbois_6452606
raf_fairford	fairford
fairford	gloucestershire
yasugi	lt_ShimaneShimane_Prefecturegt
wenzhou	zhejiang
ltŌkawagt	lt_KōchiKōchi_Prefecturegt
ea_digital_illusions_ce	stockholm
château_laurier	ottawa
atlas_copco	stockholm
sleeping_bear_dunes_national_lakeshore	leelanau_county_michigan
kolyma_river	russia
metropolitan_state_hospital_massachusetts	waltham_massachusetts
poor_knights_islands	new_zealand
akaishi_mountains	nagano_prefecture
kumano	lt_HiroshimaHiroshima_Prefecturegt
drancy	geoent_drancy_6451990
bourguébus	geoent_bourguébus_6447231
kay_kendall	withernsea
withernsea	east_riding_of_yorkshire
foynes	republic_of_ireland
streeterville	geoent_mccormickville_4901601
the_scotsman	edinburgh
tamar_river_tasmania	tasmania
ann_sothern	usa
north_dumpling_island	new_york
xidi	anhui
gloria_stuart	santa_monica_california
bank_of_ireland	dublin
dublin	republic_of_ireland
walden_pond	concord_massachusetts
st_andrews	lt_New_BrunswickNew_Brunswickgt
natuna_islands	indonesia
hai_phong	vietnam
teton_river_montana	montana
ruskin_library	lancashire
john_wiley__sons	hoboken_new_jersey
russell_group	united_kingdom
bassano	lt_AlbertaAlbertagt
driffield	east_riding_of_yorkshire
salantai	klaipėda_county
chigwell	essex
cossonay	switzerland
aïr_mountains	niger
lane_transit_district	eugene_oregon
fraser_institute	vancouver
clécy	geoent_clécy_6427144
nahanni_national_park_reserve	northwest_territories
northwest_territories	geoent_canada_6251999
kamikitayama	lt_NaraNara_Prefecturegt
cecil_gordon_lawson	shrewsbury
faringdon	oxfordshire
coquainvilliers	geoent_coquainvilliers_6427158
moss_side	geoent_bel_air_heights_4181805
reserve_bank_of_new_zealand	wellington
ouezzane	geoent_sidikacem_2534445
barcaldine	lt_QueenslandQueenslandgt
old_father_time	lords_cricket_ground
lords_cricket_ground	st_johns_wood
asahi	lt_MieMie_Prefecturegt
fusō	lt_AichiAichi_Prefecturegt
maplemusic_recordings	toronto
whittlesea	lt_VictoriaVictoria_Australiagt
terrace_hill	des_moines_iowa
lake_meredith	hutchinson_county_texas
green_moor	south_yorkshire
minamiaiki	lt_NaganoNagano_Prefecturegt
ben_lomond	loch_lomond
coral_castle	miamidade_county_florida
wuhf	rochester_new_york
city_of_canterbury	south_east_england
city_of_canterbury	geoent_county_of_kent_3333158
genneville	geoent_genneville_6427240
grayesurmer	geoent_grayesurmer_6427253
grentheville	geoent_grentheville_6427254
stone_mountain_state_park	alleghany_county_north_carolina
mount_ngauruhoe	new_zealand
saskatchewan_government_insurance	regina_saskatchewan
confluence_park	colorado
gennevilliers	geoent_gennevilliers_6451969
mount_stanley	uganda
wxow	la_crosse_wisconsin
burgdorf	lt_SwitzerlandSwitzerlandgt
lough_owel	county_westmeath
farina	lt_South_AustraliaSouth_Australiagt
maisoncelleslajourdan	geoent_maisoncelleslajourdan_6427304
madeline_zima	new_haven_connecticut
newtown_st_boswells	scottish_borders
send_marsh	surrey
monfréville	geoent_monfréville_6427333
terrace	lt_British_ColumbiaBritish_Columbiagt
wengen	switzerland
wythall	worcestershire
wythall	geoent_bromsgrove_district_7290654
central_serbia	serbia
serbia	geoent_europe_6255148
bread_tv_series	dingle_liverpool
current_river_missouri	arkansas
pea_patch_island	delaware
saadat_hasan_manto	samrala
kemper_museum_of_contemporary_art	kansas_city_missouri
il_redentore	venice
ben_edlund	pembroke_massachusetts
levisa_fork	kentucky
alex_ross	portland_oregon
cadishead	greater_manchester
linda_dano	long_beach_california
yaquina_river	oregon
oregon	lt_IllinoisIllinoisgt
oregon	lt_OhioOhiogt
long_tom_river	oregon
emily_mclaughlin	white_plains_new_york
tiffin_river	michigan
new_norcia	lt_Western_AustraliaWestern_Australiagt
best_western	phoenix_arizona
keesler_air_force_base	biloxi_mississippi
isleham	cambridgeshire
gr_5	netherlands
pika_peak	alberta
cerne_abbas	dorset
panton_hill	lt_VictoriaVictoria_Australiagt
ikano_bank	ltÄlmhultgt
coast_to_coast_walk	england
miura	lt_KanagawaKanagawa_Prefecturegt
council_for_the_curriculum	lt_Examinations_amp_AssessmentBelfastgt
tehachapi_pass	kern_county_california
mount_duckabush	washington_us_state
nash_mills	hertfordshire
nash_mills	geoent_dacorum_district_7290564
bogachiel_peak	washington_us_state
intelligence_bureau_pakistan	islamabad
moores_creek_national_battlefield	pender_county_north_carolina
wyong_shire	geoent_state_of_new_south_wales_2155400
sidney	lt_British_ColumbiaBritish_Columbiagt
vostok_island	kiribati
merritt	lt_British_ColumbiaBritish_Columbiagt
colville_river_alaska	alaska
ngchesar	palau
sääksjärvi	finland
abergele_rail_disaster	abergele
met_center	bloomington_minnesota
wortley_top_forge	south_yorkshire
yoyogi_park	tokyo
gemco	buena_park_california
equal_employment_opportunity_commission	washington_dc
nadarzyn	pruszków_county
caesars_palace	geoent_las_vegas_5506956
agno	switzerland
erxleben	lt_StendalSaxonyAnhaltgt
first_trust_bank	belfast
patni_computer_systems	mumbai
assaye	jalna_district
pleasant_hill	lt_KentuckyMercer_County_Kentuckygt
liberal_party_of_macedonia	skopje
skopje	republic_of_macedonia
seirō	lt_NiigataNiigata_Prefecturegt
yoshimi	lt_SaitamaSaitama_Prefecturegt
matsubushi	lt_SaitamaSaitama_Prefecturegt
raf_bentley_priory	stanmore
siple_island	antarctica
ueno	lt_GunmaGunma_Prefecturegt
iwafune	lt_TochigiTochigi_Prefecturegt
ibaraki	lt_IbarakiIbaraki_Prefecturegt
kawachi	lt_IbarakiIbaraki_Prefecturegt
cer_mountain	serbia
buarcos	portugal
icos	bothell_washington
ponsworthy	devon
vnukovo_international_airport	moscow
savio_river	italy
austrian_airlines_group	schwechat
lake_lacha	arkhangelsk_oblast
central_bank_of_brazil	brasília
brasília	brazil
howard_cruse	springville_alabama
st_marys_stadium	southampton
southampton	united_kingdom
the_marion_star	marion_ohio
falconbridge_ltd	toronto
eurofurence	suhl
suhl	thuringia
city_of_derry_airport	eglinton_county_londonderry
russian_roulette_game_show	sony_pictures_studios
hiroshima_toyo_carp	hiroshima
hiroshima	hiroshima_prefecture
behringer	monaco
kilnsey	north_yorkshire
english_river_ontario	ontario
monach_islands	outer_hebrides
outer_hebrides	scotland
churchs_chicken	sandy_springs_georgia
stiffkey	norfolk
lex_records	london
holne	devon
keetmanshoop	namibia
wooden_nickel_records	chicago
chicago	illinois
sakurajima	kagoshima
kagoshima	kagoshima_prefecture
abrud	romania
nymphenburg_palace	germany
devils_lake_lincoln_county	lt_OregonLincoln_County_Oregongt
tingley	west_yorkshire
thalwil	switzerland
pulkovo_observatory	saint_petersburg
saint_petersburg	russia
jiuzhaigou_valley	sichuan
saintjeandeluz	geoent_saintjeandeluz_6440594
nanganjiyar	tamil_nadu
lodève	geoent_lodève_6432539
huskvarna	sweden
saintvaastsurseulles	geoent_saintvaastsurseulles_6427497
john_wesley_shipp	norfolk_virginia
savoy_region_movement	chenssurléman
chenssurléman	geoent_chenssurléman_6451041
two_prudential_plaza	chicago
sundal	hordaland
country_park	wales
basing_house	hampshire
cunard_building	liverpool
liverpool	united_kingdom
ashill	lt_SomersetSomersetgt
xenia_seeberg	geldern
geldern	north_rhinewestphalia
vauxsuraure	geoent_vauxsuraure_6427546
city_of_glenorchy	tasmania
lough_mask	county_mayo
târnăveni	romania
bradford_abbas	dorset
chalbury	dorset
glanvilles_wootton	dorset
glanvilles_wootton	geoent_north_dorset_district_7290682
osmington	dorset
thornford	dorset
ennepe	north_rhinewestphalia
warmwell	dorset
warmwell	geoent_west_dorset_district_7290684
winterborne_stickland	dorset
headcorn	kent
eden_park	kingsland_new_zealand
hanstholm	denmark
ahnatalweimar	hesse
hesse	germany
redcliff	lt_AlbertaAlbertagt
brean_down_fort	somerset
democratic_action	caracas
thurmaston	leicestershire
stowmarket	suffolk
st_itas_hospital	portrane
lt1965_British_Grand_Prixgt	silverstone_circuit
lt1966_French_Grand_Prixgt	reimsgueux
lt1970_United_States_Grand_Prixgt	watkins_glen_international
lt1976_Dutch_Grand_Prixgt	circuit_park_zandvoort
lt1989_Brazilian_Grand_Prixgt	autódromo_internacional_nelson_piquet
lt1991_British_Grand_Prixgt	silverstone_circuit
lt1991_Italian_Grand_Prixgt	autodromo_nazionale_monza
lt1992_Japanese_Grand_Prixgt	suzuka_circuit
lt1998_Brazilian_Grand_Prixgt	autódromo_josé_carlos_pace
lt1999_British_Grand_Prixgt	silverstone
silverstone	northamptonshire
lt2001_British_Grand_Prixgt	silverstone
lt2001_United_States_Grand_Prixgt	indianapolis_motor_speedway
indianapolis_motor_speedway	speedway_indiana
masi	lt_NorwayFinnmarkgt
maritza_sayalero	caracas
ltÉtretatgt	geoent_étretat_6443204
griffith	lt_New_South_WalesRiverinagt
lindis_river	otago_region
mount_weaver	antarctica
south_elmsall	west_yorkshire
csr_limited	sydney
stratfor	austin_texas
spode	stokeontrent
stokeontrent	west_midlands_region
whitecourt	lt_AlbertaAlbertagt
kommersant	moscow
rădăuţi	romania
estádio_são_januário	rio_de_janeiro
rio_de_janeiro	brazil
gino_severini	cortona
ablainsaintnazaire	geoent_ablainsaintnazaire_6452437
nedumbassery	ernakulam_district
elissa_landi	venice
flip_skateboards	california
whanganui_island	new_zealand
hogsmill_river	surrey
starhub	singapore
australian_conservation_foundation	melbourne
melbourne	lt_FloridaBrevard_County_Floridagt
volcán_tolimán	guatemala
barby	lt_NorthamptonshireNorthamptonshiregt
carlo_carrà	quargnento
nosler	bend_oregon
shaw_air_force_base	sumter_south_carolina
great_oxendon	northamptonshire
draughton	lt_NorthamptonshireNorthamptonshiregt
creaton	northamptonshire
creaton	geoent_daventry_district_7290601
longyan	fujian
p_craig_russell	wellsville_ohio
ceduna	lt_South_AustraliaSouth_Australiagt
ann_summers	surrey
tauragė	tauragė_county
grey_lynn	geoent_herne_bay_2207697
sprecher_brewery	glendale_wisconsin
beijing_hotel	beijing
fort_laramie_national_historic_site	goshen_county_wyoming
meridian_house	washington_dc
tina_hobley	mill_hill
altronics_australia	perth_western_australia
dalsa	waterloo_ontario
loyalty_islands	new_caledonia
maki_current_political_party	nazareth
nazareth	israel
down_ampney	gloucestershire
maitland_river	ontario
pensford	somerset
horseshoe_tavern	toronto
didessa_river	ethiopia
porthcurno	cornwall
cornwall	isles_of_scilly
lt1977_United_States_Grand_Prixgt	watkins_glen_international
cataraqui_cemetery	kingston_ontario
san_bernard_river	texas
samuel_dirksz_van_hoogstraten	dordrecht
dordrecht	netherlands
tochal	iran
la_chapellebouëxic	geoent_arrondissement_de_redon_2984191
restigouche_river	new_brunswick
new_brunswick	lt_New_JerseyNew_Jerseygt
sebastiano_del_piombo	venice
eye_water	scottish_borders
rains_brook	northamptonshire
san_francisco_cable_car_system	san_francisco
endenich	geoent_meßdorf_2871639
iran_aseman_airlines	tehran
pinas	geoent_pinas_6440874
petrochina	dongcheng_district_beijing
peaceathabasca_delta	alberta
wheeling_suspension_bridge	wheeling_west_virginia
junglinster	luxembourg
luxembourg	german_confederation
gulu_district	geoent_republic_of_uganda_226074
cruden_bay	aberdeenshire
aberdeenshire	geoent_scotland_2638360
sdlp_youth	belfast
haynes	lt_BedfordshireBedfordshiregt
fawn_river_ontario	ontario
boreham	essex
tony_robertfleury	france
ruins_of_gedi	kenya
hauns_mill_massacre	caldwell_county_missouri
james_gleason	new_york_city
abigail_actress	london
brampton_valley_way	english_midlands
adlershof	schönefeld
jama_masjid	lt_DelhiDelhigt
kea_island	greece
tom_price	lt_Western_AustraliaWestern_Australiagt
kanazawa_castle	kanazawa_ishikawa
binley_woods	warwickshire
binley_woods	geoent_rugby_district_7290648
beiersdorf	hamburg
jordan_river_virginia	virginia
isipingo_beach	geoent_reunion_962597
macedo_de_cavaleiros_municipality	portugal
mount_martin_alaska	alaska
freienwil	geoent_bezirk_baden_6458813
phil_daniels	islington
party_of_greens_of_ukraine	kiev
kiev	ukraine
mount_magnet	lt_Western_AustraliaWestern_Australiagt
urausu	lt_HokkaidōHokkaidōgt
numata	lt_HokkaidōHokkaidōgt
wassamu	lt_HokkaidōHokkaidōgt
kunneppu	lt_HokkaidōHokkaidōgt
jcdecaux	neuillysurseine
neuillysurseine	geoent_neuillysurseine_6451977
carlson_twins	stillwater_minnesota
skrikjofossen	ullensvang
three_sisters_alberta	alberta
kang	lt_BotswanaBotswanagt
gravity_company	seoul
cadair_berwyn	denbighshire
denbighshire	geoent_wales_2634895
toxteth_unitarian_chapel	toxteth
geraneia	greece
little_casterton	geoent_district_of_rutland_2638918
tacv	cape_verde
sgùrr_mòr_fannichs	highland_council_area
gravelbourg	lt_SaskatchewanSaskatchewangt
alisea_airlines	italy
church_of_all_hallows	lt_AllertonAllerton_Merseysidegt
bang__olufsen	struer_denmark
loch_garry	scotland
southwest_miramichi_river	new_brunswick
quest_diagnostics	madison_new_jersey
ss_american_victory	tampa_florida
yvonne_arnaud	bordeaux
alexander_island_nunavut	northern_canada
salisbury_island_nunavut	hudson_strait
denton	lt_NorfolkNorfolkgt
jean_leon_gerome_ferris	philadelphia
air_fiji	nausori
ferdinandea	sicily
sicily	italy
heritage_park_historical_village	alberta
kicking_horse_pass	banff_national_park
banff_national_park	alberta
polesworth	warwickshire
westbere	kent
yellowhead_pass	jasper_national_park
jasper_national_park	alberta
warburton_east	lt_VictoriaVictoria_Australiagt
portland_childrens_museum	portland_oregon
galinhas	guineabissau
cogenhoe	northamptonshire
jost_van_dyke	british_virgin_islands
british_virgin_islands	north_america
linton	lt_West_YorkshireWest_Yorkshiregt
gramercy_park	manhattan
suilven	inverpolly
airfast_indonesia	jakarta
bad_fallingbostel	lower_saxony
lower_saxony	germany
bodenwerder	lower_saxony
kaniva	lt_VictoriaVictoria_Australiagt
air_comores_international	moroni_comoros
sentinel_dome	yosemite_national_park
yosemite_national_park	tuolumne_county_california
african_international_airways	johannesburg
porongurup	lt_Western_AustraliaWestern_Australiagt
roppongi_hills_mori_tower	roppongi
roppongi	geoent_tokyo_1850147
seminis	st_louis_missouri
wfna_tv	mobile_alabama
kathryn_drysdale	wigan
wigan	greater_manchester
joe_orlando	bari
scat_airline	shymkent
shymkent	central_asia
two_moors_way	devon
inter_trans_avia	bishkek
thornton	lt_LincolnshireLincolnshiregt
david_smith_sculptor	decatur_indiana
wilsford	lt_LincolnshireLincolnshiregt
brahmagiri_hill	karnataka
urawa_komaba_stadium	saitama_saitama
koryaksky	russia
five_ways_tower	five_ways_birmingham
edgbaston_house	birmingham
claudia_cruz	bonao
avery_dennison	pasadena_california
hermitage_green	cheshire
chawleigh	devon
montréalmascouche_airport	mascouche_quebec
montréalsaintlazare_aerodrome	saintlazare_quebec
wcwj	jacksonville_florida
spantax	madrid
ltŌi_Rivergt	japan
aopen	taipei
kxastv	fort_worth_texas
laxmikant_berde	india
kišava	republic_of_macedonia
craig_cerriggleisiad	powys
aura_river	finland
wolseley_motor_company	birmingham
redang_island	terengganu
terengganu	malaysia
rural_metro	scottsdale_arizona
registro_italiano_navale	genoa
franz_xaver_winterhalter	germany
hexair	le_puyenvelay
thurcaston	leicestershire
niokolokoba_national_park	senegal
sun_tv_india	chennai
uss_kidd_dd661	baton_rouge_louisiana
fort_edmonton_park	edmonton
vancouver_public_library	vancouver
hallig	germany
upton_by_chester	cheshire
eleutherian_college	jefferson_county_indiana
kenosha_pass	park_county_colorado
wkow	madison_wisconsin
yapen	indonesia
h_b_robinson_nuclear_generating_station	hartsville_south_carolina
benavente_municipality	portugal
surry_nuclear_power_plant	surry_county_virginia
romedal	hedmark
qad_inc	usa
marquesas_keys	monroe_county_florida
russian_state_library	moscow
entroncamento_municipality	portugal
marta_abba	milan
am_buachaille	sutherland
colchester_zoo	colchester
colchester	essex
nicholas_smith_actor	banstead
banstead	surrey
gunderson_high_school	san_jose_california
pontine_islands	italy
whitchurch	lt_HampshireHampshiregt
whitchurch	lt_DevonDevongt
communist_party_of_luxembourg	eschsuralzette
eschsuralzette	luxembourg
zimbabwe_peoples_democratic_party	harare
todd_river	northern_territory
northern_territory	geoent_commonwealth_of_australia_2077456
júcar	spain
marston_green	west_midlands_county
montijo	portugal
wallisellen	switzerland
robert_rietti	ferrara
anita_blond	budapest
bełchatów_power_station	bełchatów
afrika_artist	novorossiysk
novorossiysk	russia
sky_service_aviation	madrid
braskem	são_paulo
são_paulo	brazil
olton_reservoir	solihull
solihull	west_midlands_county
jordache	new_york_city
freeman_coliseum	san_antonio
wipperfeld	north_rhinewestphalia
shangyu	zhejiang
oakleaf_brewery	gosport
gosport	hampshire
haigh	lt_Greater_ManchesterGreater_Manchestergt
john_aprea	englewood_new_jersey
estadi_olímpic_lluís_companys	barcelona
sapporo_dome	sapporo
sapporo	hokkaidō
elton	lt_CheshireCheshiregt
chapelenlefrith	derbyshire
chapelenlefrith	geoent_high_peak_district_7290672
topanga_state_park	los_angeles_county_california
digital_pictures	menlo_park_california
gill_coliseum	corvallis_oregon
gr_57	belgium
cacapon_river	west_virginia
howe_island	ontario
bartholomew_river	new_brunswick
nicasio_reservoir	marin_county_california
freia_chocolate	oslo
oslo	norway
whkytv	hickory_north_carolina
fort_crown_point	crown_point_new_york
lewis_mcgibbon	warrington
warrington	cheshire
salvador_dalí_museum	st_petersburg_florida
brampton_island	queensland
eduardo_capetillo	mexico_city
cabrales	geoent_provincia_de_asturias_6355236
browns_park_national_wildlife_refuge	moffat_county_colorado
ningde	fujian
wüsthof	solingen
solingen	north_rhinewestphalia
blackwood_creek	lt_TasmaniaTasmaniagt
codicote	hertfordshire
molochna_river	ukraine
ukraine	geoent_europe_6255148
pioneer_village_utah	davis_county_utah
solomon_willard	petersham_massachusetts
citi_field	flushing_queens
de_koningshoeven_brewery	berkelenschot
bago_city	philippines
victorias_city	philippines
cargo_plus_aviation	dubai
upper_darby_high_school	pennsylvania
royal_canoe_club	teddington
kushtia_district	geoent_khulna_division_1337210
sol_américa	caracas
air_class_líneas_aéreas	montevideo
john_stretch_park	palm_beach_county_florida
national_library_of_romania	bucharest
bucharest	romania
wftv	orlando_florida
gemma_ward	perth_western_australia
windlesham	surrey
robert_garrow	dannemora_village_new_york
altana	wesel
wesel	north_rhinewestphalia
henkel	düsseldorf
absa_cargo_airline	campinas
campinas	brazil
fort_rouillé	toronto
baluan_island	papua_new_guinea
spercheios	greece
frimley_green	surrey
beenham	berkshire
new_bedford_whaling_museum	bristol_county_massachusetts
unije	croatia
ottakring	geoent_bellevue_3324203
suihua	heilongjiang
eric_smith_artist	melbourne
mds_america	stuart_florida
denis_héroux	montreal
turiec_váh	slovakia
comme_des_garçons	tokyo
flight_west_airlines	brisbane
point_lobos_ranch	monterey_county_california
oystermouth_castle	oystermouth
oystermouth	swansea
barnone_records	hoboken_new_jersey
the_den_stadium_1993	bermondsey
aegon	the_hague
the_hague	netherlands
lapworth	warwickshire
gregory_harrison	avalon_california
mirago	hampshire
ticehurst	east_sussex
parabon_computation	reston_virginia
tatihou	france
smart_telecom	dublin
selemdzha_river	russia
england_hockey	bisham_abbey
zongo_comics	california
the_star_south_africa	johannesburg
mark_rylance	ashford_kent
eilean_glas	lt_ScalpayOuter_Hebridesgt
cliddesden	hampshire
neil_mcpherson	london
neil_mcpherson	england
mountjoy_prison	phibsboro
waiau_river	lt_SouthlandSouthland_Regiongt
upemba_national_park	democratic_republic_of_the_congo
democratic_republic_of_the_congo	geoent_africa_6255146
lisa_riley	bury
bury	greater_manchester
dajarra	lt_QueenslandQueenslandgt
rend_lake	franklin_county_illinois
avord_air_base	avord
avord	geoent_avord_6447427
wiwb	suring_wisconsin
wkrntv	nashville_tennessee
young_democrats_of_america	washington_dc
alliant_energy_field	clinton_iowa
jhenaidah_district	geoent_khulna_division_1337210
ravenscar	lt_North_YorkshireNorth_Yorkshiregt
closworth	somerset
closworth	geoent_south_somerset_district_7290625
bettembourg	luxembourg
warsaw_stock_exchange	warsaw
warsaw	lt_KentuckyKentuckygt
outlook	lt_SaskatchewanSaskatchewangt
negro_leagues_baseball_museum	kansas_city_missouri
bultaco	barcelona
david_bailey_actor	newark_new_jersey
mountain_zebra_national_park	eastern_cape
sam_kelly	england
don_mcneill_performer	galena_illinois
