alexander_iii_of_russia	maria_feodorovna_dagmar_of_denmark
ryan_atwood	lindsay_gardner
ryan_atwood	theresa_diaz
princess_alexandra_of_saynwittgensteinberleburg	count_jefferson_von_pfeil_und_kleinellguth
count_jefferson_von_pfeil_und_kleinellguth	princess_alexandra_of_saynwittgensteinberleburg
marie_louise_gonzaga	john_ii_casimir_vasa
marie_louise_gonzaga	władysław_iv_vasa
natalie_buchanan	mitch_laurence
natalie_buchanan	cristian_vega
natalie_buchanan	jared_banks
cristian_vega	natalie_buchanan
jared_banks	natalie_buchanan
infante_alfonso_carlos	lt_Duke_of_San_JaimeInfanta_Maria_das_Neves_of_Portugalgt
lt_Duke_of_San_JaimeInfanta_Maria_das_Neves_of_Portugalgt	infante_alfonso_carlos
princess_marieesméralda_of_belgium	salvador_moncada
salvador_moncada	princess_marieesméralda_of_belgium
princess_cecilia_of_sweden_18071844	augustus_grand_duke_of_oldenburg
augustus_grand_duke_of_oldenburg	princess_cecilia_of_sweden_18071844
elisabeth_of_goriziatyrol	albert_i_of_germany
albert_i_of_germany	elisabeth_of_goriziatyrol
margaret_stewart	lt_Dauphine_of_FranceLouis_XI_of_Francegt
lt_Dauphine_of_FranceLouis_XI_of_Francegt	margaret_stewart
jessica_buchanan	antonio_vega
jessica_buchanan	nash_brennan
antonio_vega	jessica_buchanan
nash_brennan	jessica_buchanan
prince_xavier_of_bourbonparma	madeleine_de_bourbon
madeleine_de_bourbon	prince_xavier_of_bourbonparma
kim_timmins	janelle_timmins
isabella_of_portugal	lt_Queen_of_CastileJohn_II_of_Castilegt
isabella_of_portugal	charles_v_holy_roman_emperor
lt_Queen_of_CastileJohn_II_of_Castilegt	isabella_of_portugal
lt_Princess_of_Asturias_14701498Afonso_Prince_of_Portugalgt	isabella
anne_of_york	lt_Countess_of_SurreyThomas_Howard_3rd_Duke_of_Norfolkgt
lt_Countess_of_SurreyThomas_Howard_3rd_Duke_of_Norfolkgt	anne_of_york
joan_of_england	lt_Queen_of_ScotsAlexander_II_of_Scotlandgt
lt_Queen_of_ScotsAlexander_II_of_Scotlandgt	joan_of_england
anne_sophie_reventlow	frederick_iv_of_denmark
theresa_diaz	ryan_atwood
grand_duchess_maria_pavlovna_of_russia_17861859	charles_frederick_grand_duke_of_saxeweimareisenach
charles_frederick_grand_duke_of_saxeweimareisenach	grand_duchess_maria_pavlovna_of_russia_17861859
david_hayward	krystal_carey
lt_Princess_of_Asturias_18511931Prince_Gaetan_Count_of_Girgentigt	isabella
grand_duchess_elena_pavlovna_of_russia	frederick_louis_hereditary_grand_duke_of_mecklenburgschwerin
frederick_louis_hereditary_grand_duke_of_mecklenburgschwerin	grand_duchess_elena_pavlovna_of_russia
princess_margaret_of_denmark	prince_rené_of_bourbonparma
prince_rené_of_bourbonparma	princess_margaret_of_denmark
infanta_marie_anne_of_portugal	william_iv_grand_duke_of_luxembourg
william_iv_grand_duke_of_luxembourg	infanta_marie_anne_of_portugal
archduke_karl_ludwig_of_austria	princess_margaretha_of_saxony
princess_margaretha_of_saxony	archduke_karl_ludwig_of_austria
louis_vi	lt_Landgrave_of_HesseDarmstadtElisabeth_Dorothea_of_SaxeGothaAltenburggt
lt_Landgrave_of_HesseDarmstadtElisabeth_Dorothea_of_SaxeGothaAltenburggt	louis_vi
princess_sophie_of_sweden	leopold_grand_duke_of_baden
leopold_grand_duke_of_baden	princess_sophie_of_sweden
ryan_lavery	annie_lavery
prince_pedro_henrique_of_orléansbraganza	princess_maria_elisabeth_of_bavaria
princess_maria_elisabeth_of_bavaria	prince_pedro_henrique_of_orléansbraganza
princess_antonia_of_luxembourg	rupprecht_crown_prince_of_bavaria
rupprecht_crown_prince_of_bavaria	princess_antonia_of_luxembourg
rupprecht_crown_prince_of_bavaria	duchess_marie_gabrielle_in_bavaria
susan_barlow	mike_baldwin_coronation_street
mike_baldwin_coronation_street	susan_barlow
charles_v_holy_roman_emperor	isabella_of_portugal
skye_chandler	ben_davidson_one_life_to_live
ben_davidson_one_life_to_live	skye_chandler
leslie_perri	frederik_pohl
frederik_pohl	leslie_perri
lara_marlowe	robert_fisk
robert_fisk	lara_marlowe
dagmar_havlová	václav_havel
maria_luisa_of_spain	lt_Duchess_of_LuccaLouis_of_Etruriagt
lt_Duchess_of_LuccaLouis_of_Etruriagt	maria_luisa_of_spain
maria_of_austria	lt_Holy_Roman_EmpressMaximilian_II_Holy_Roman_Emperorgt
lt_Holy_Roman_EmpressMaximilian_II_Holy_Roman_Emperorgt	maria_of_austria
lt_Empress_He_RuiJiaqing_Emperorgt	niuhuru
hitara	lt_Empress_Shu_RuiJiaqing_Emperorgt
lt_Empress_Shu_RuiJiaqing_Emperorgt	hitara
lt_Prince_of_HohenzollernInfanta_Antónia_of_Portugalgt	leopold
lt_Empress_Jing_XianYongzheng_Emperorgt	ulanara
cecile_of_france	pons_of_tripoli
pons_of_tripoli	cecile_of_france
raja_nazrin_shah	zara_salim_davidson
zara_salim_davidson	raja_nazrin_shah
kelly_cramer	kevin_buchanan
kelly_cramer	joey_buchanan
kevin_buchanan	kelly_cramer
kevin_buchanan	cramer_family
joey_buchanan	jennifer_rappaport
joey_buchanan	kelly_cramer
marie_jeanne_of_savoy	charles_emmanuel_ii_duke_of_savoy
charles_emmanuel_ii_duke_of_savoy	marie_jeanne_of_savoy
charles_emmanuel_ii_duke_of_savoy	françoise_madeleine_dorléans
landgravine_amalie_of_hessedarmstadt	charles_louis_hereditary_prince_of_baden
charles_louis_hereditary_prince_of_baden	landgravine_amalie_of_hessedarmstadt
prince_harald_of_denmark	princess_helena_adelaide_of_schleswigholsteinsonderburgglücksburg
princess_helena_adelaide_of_schleswigholsteinsonderburgglücksburg	prince_harald_of_denmark
dorothy_arnold_actress	joe_dimaggio
frederick_francis_iii	lt_Grand_Duke_of_MecklenburgGrand_Duchess_Anastasia_Mikhailovna_of_Russiagt
lt_Grand_Duke_of_MecklenburgGrand_Duchess_Anastasia_Mikhailovna_of_Russiagt	frederick_francis_iii
lt_Queen_of_AragonPeter_III_of_Aragongt	constance_of_sicily
theresa_christina_of_the_two_sicilies	pedro_ii_of_brazil
pedro_ii_of_brazil	theresa_christina_of_the_two_sicilies
prince_ferdinand_pius	lt_Duke_of_CalabriaPrincess_Maria_Ludwiga_Theresia_of_Bavariagt
lt_Duke_of_CalabriaPrincess_Maria_Ludwiga_Theresia_of_Bavariagt	prince_ferdinand_pius
marie_of_luxembourg	lt_Queen_of_FranceCharles_IV_of_Francegt
lt_Queen_of_FranceCharles_IV_of_Francegt	marie_of_luxembourg
jeff_martin_all_my_children	erica_kane
travis_montgomery	erica_kane
infanta_beatriz_of_spain	alessandro_torlonia_5th_prince_di_civitellacesi
alessandro_torlonia_5th_prince_di_civitellacesi	infanta_beatriz_of_spain
opal_cortlandt	ray_gardner_all_my_children
ray_gardner_all_my_children	opal_cortlandt
hayley_vaughan	mateo_santos
mateo_santos	hayley_vaughan
duchess_marie_of_mecklenburgschwerin	grand_duke_vladimir_alexandrovich_of_russia
grand_duke_vladimir_alexandrovich_of_russia	duchess_marie_of_mecklenburgschwerin
prince_ranieri	lt_Duke_of_CastroCountess_Maria_Carolina_Zamoyskagt
lt_Duke_of_CastroCountess_Maria_Carolina_Zamoyskagt	prince_ranieri
prince_carlo	lt_Duke_of_CastroPrincess_Camilla_Duchess_of_Castrogt
lt_Duke_of_CastroPrincess_Camilla_Duchess_of_Castrogt	prince_carlo
emich_carl	lt_2nd_Prince_of_LeiningenPrincess_Victoria_of_SaxeCoburgSaalfeldgt
lt_2nd_Prince_of_LeiningenPrincess_Victoria_of_SaxeCoburgSaalfeldgt	emich_carl
ruth_martin_all_my_children	joe_martin_all_my_children
joe_martin_all_my_children	ruth_martin_all_my_children
tina_lord	david_vickers
tina_lord	cord_roberts
cord_roberts	tina_lord
adolphus_frederick_v	lt_Grand_Duke_of_MecklenburgPrincess_Elisabeth_of_Anhaltgt
lt_Grand_Duke_of_MecklenburgPrincess_Elisabeth_of_Anhaltgt	adolphus_frederick_v
john_of_foix	lt_Viscount_of_NarbonneMarie_of_Orléans_14571493gt
lt_Viscount_of_NarbonneMarie_of_Orléans_14571493gt	john_of_foix
beatrice_of_castile_12421303	afonso_iii_of_portugal
afonso_iii_of_portugal	beatrice_of_castile_12421303
infanta_maría_de_la_paz_of_spain	prince_ludwig_ferdinand_of_bavaria
prince_ludwig_ferdinand_of_bavaria	infanta_maría_de_la_paz_of_spain
laura_martinozzi	alfonso_iv_deste_duke_of_modena
alfonso_iv_deste_duke_of_modena	laura_martinozzi
william	lt_Prince_of_HohenzollernPrincess_Adelgunde_of_Bavaria_18701958gt
william	lt_Duke_of_NassauPrincess_Louise_of_SaxeHildburghausengt
lt_Prince_of_HohenzollernPrincess_Adelgunde_of_Bavaria_18701958gt	william
cramer_family	david_vickers
cramer_family	kevin_buchanan
maria_antonia_walpurgis_of_bavaria	frederick_christian_elector_of_saxony
frederick_christian_elector_of_saxony	maria_antonia_walpurgis_of_bavaria
lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt	maria_theresa_of_austria
lt_Duke_of_NassauPrincess_Louise_of_SaxeHildburghausengt	william
lucia_migliaccio	ferdinand_i_of_the_two_sicilies
alanmichael_spaulding	harley_cooper
cedric_daniels	rhonda_pearlman
ansgar_von_lahnstein	nathalie_käppler
ansgar_von_lahnstein	tanja_von_lahnstein
nathalie_käppler	ansgar_von_lahnstein
leonard_von_lahnstein	cécile_de_maron
archduke_charles_stephen_of_austria	archduchess_maria_theresa_of_austria_18621933
archduchess_maria_theresa_of_austria_18621933	archduke_charles_stephen_of_austria
eden_hartford	groucho_marx
groucho_marx	eden_hartford
maria_anna_sophia_of_saxony	maximilian_iii_joseph_elector_of_bavaria
maximilian_iii_joseph_elector_of_bavaria	maria_anna_sophia_of_saxony
tom_cudahy	brooke_english
tom_cudahy	erica_kane
alfonso_iv_deste	lt_Duke_of_ModenaLaura_Martinozzigt
lt_Duke_of_ModenaLaura_Martinozzigt	alfonso_iv_deste
countess_marianne_bernadotte_of_wisborg	sigvard_bernadotte
sigvard_bernadotte	countess_marianne_bernadotte_of_wisborg
grand_duchess_alexandra_pavlovna_of_russia	archduke_joseph_palatine_of_hungary
archduke_joseph_palatine_of_hungary	grand_duchess_alexandra_pavlovna_of_russia
archduke_joseph_palatine_of_hungary	princess_hermine_of_anhaltbernburgschaumburghoym
archduke_joseph_palatine_of_hungary	duchess_maria_dorothea_of_württemberg
alexandra_zhukovskaya	grand_duke_alexei_alexandrovich_of_russia
grand_duke_alexei_alexandrovich_of_russia	alexandra_zhukovskaya
isabella_deste_16351666	ranuccio_ii_farnese_duke_of_parma
ranuccio_ii_farnese_duke_of_parma	isabella_deste_16351666
ranuccio_ii_farnese_duke_of_parma	maria_deste
princess_hermine_of_anhaltbernburgschaumburghoym	archduke_joseph_palatine_of_hungary
duchess_maria_dorothea_of_württemberg	archduke_joseph_palatine_of_hungary
princess_marie_isabelle_of_orléans	prince_philippe_count_of_paris
prince_philippe_count_of_paris	princess_marie_isabelle_of_orléans
duke_karltheodor_in_bavaria	princess_sophie_of_saxony
princess_sophie_of_saxony	duke_karltheodor_in_bavaria
isabel_marshal	richard_1st_earl_of_cornwall
richard_1st_earl_of_cornwall	isabel_marshal
louise_marie_thérèse_dartois	charles_iii_duke_of_parma
charles_iii_duke_of_parma	louise_marie_thérèse_dartois
kunigunde_of_hohenstaufen	wenceslaus_i_of_bohemia
wenceslaus_i_of_bohemia	kunigunde_of_hohenstaufen
prince_paul_of_württemberg	princess_charlotte_of_saxehildburghausen
princess_charlotte_of_saxehildburghausen	prince_paul_of_württemberg
tanja_von_lahnstein	ansgar_von_lahnstein
duchess_amelia_of_württemberg	joseph_duke_of_saxealtenburg
joseph_duke_of_saxealtenburg	duchess_amelia_of_württemberg
beatrice_of_bavaria	eric_xii_of_sweden
eric_xii_of_sweden	beatrice_of_bavaria
princess_isabella_of_croÿ	archduke_friedrich_duke_of_teschen
archduke_friedrich_duke_of_teschen	princess_isabella_of_croÿ
prince_ludwig_of_bavaria_19132008	princess_irmingard_of_bavaria
princess_irmingard_of_bavaria	prince_ludwig_of_bavaria_19132008
lt_Queen_of_HungaryAndrew_II_of_Hungarygt	beatrice_deste
illinois_senate_career_of_barack_obama	michelle_obama
united_states_senate_career_of_barack_obama	michelle_obama
princess_camilla	lt_Duchess_of_CastroPrince_Carlo_Duke_of_Castrogt
lt_Duchess_of_CastroPrince_Carlo_Duke_of_Castrogt	princess_camilla
lt_7th_Baroness_HaringtonThomas_Grey_1st_Marquess_of_Dorsetgt	cecily_bonville
prince_muhammad_bin_talal	princess_firyal_of_jordan
princess_firyal_of_jordan	prince_muhammad_bin_talal
sylvia_bataille	jacques_lacan
jacques_lacan	sylvia_bataille
frances_seymour	lt_Duchess_of_Somerset_15991674William_Seymour_2nd_Duke_of_Somersetgt
lt_Duchess_of_Somerset_15991674William_Seymour_2nd_Duke_of_Somersetgt	frances_seymour
marie_of_orléans_14571493	john_of_foix_viscount_of_narbonne
john_of_foix_viscount_of_narbonne	marie_of_orléans_14571493
elizabeth_howard	lt_Duchess_of_NorfolkThomas_Howard_3rd_Duke_of_Norfolkgt
lt_Duchess_of_NorfolkThomas_Howard_3rd_Duke_of_Norfolkgt	elizabeth_howard
ola_raknes	aslaug_vaa
aslaug_vaa	ola_raknes
johanna_von_trapp	ernst_florian_winter
ernst_florian_winter	johanna_von_trapp
duchess_marie_gabrielle_in_bavaria	rupprecht_crown_prince_of_bavaria
archduchess_maria_anna_josepha_of_austria	johann_wilhelm_elector_palatine
joan_de_bohun	lt_Countess_of_HerefordHumphrey_de_Bohun_7th_Earl_of_Herefordgt
lt_Countess_of_HerefordHumphrey_de_Bohun_7th_Earl_of_Herefordgt	joan_de_bohun
prince_francis	lt_Count_of_TrapaniArchduchess_Maria_Isabella_of_Austriagt
lt_Count_of_TrapaniArchduchess_Maria_Isabella_of_Austriagt	prince_francis
archduchess_maria_isabella_of_austria	prince_francis_count_of_trapani
prince_francis_count_of_trapani	archduchess_maria_isabella_of_austria
prince_louis	lt_Count_of_AquilaJanuária_Maria_Princess_Imperial_of_Brazilgt
lt_Count_of_AquilaJanuária_Maria_Princess_Imperial_of_Brazilgt	prince_louis
princess_maria_ludwiga_theresia_of_bavaria	prince_ferdinand_pius_duke_of_calabria
prince_ferdinand_pius_duke_of_calabria	princess_maria_ludwiga_theresia_of_bavaria
prince_gaetan	lt_Count_of_GirgentiIsabella_Princess_of_Asturias_18511931gt
lt_Count_of_GirgentiIsabella_Princess_of_Asturias_18511931gt	prince_gaetan
countess_maria_carolina_zamoyska	prince_ranieri_duke_of_castro
prince_ranieri_duke_of_castro	countess_maria_carolina_zamoyska
princess_maria_carolina_of_bourbontwo_sicilies_18201861	infante_carlos_count_of_montemolin
infante_carlos_count_of_montemolin	princess_maria_carolina_of_bourbontwo_sicilies_18201861
count_viggo_of_rosenborg	eleanor_margaret_green
eleanor_margaret_green	count_viggo_of_rosenborg
carlos_zurita	lt_Duke_of_SoriaInfanta_Margarita_2nd_Duchess_of_Hernanigt
lt_Duke_of_SoriaInfanta_Margarita_2nd_Duchess_of_Hernanigt	carlos_zurita
dagmar_of_bohemia	valdemar_ii_of_denmark
elisabeth_of_poland	lt_Duchess_of_PomeraniaBogislaw_V_Duke_of_Pomeraniagt
lt_Duchess_of_PomeraniaBogislaw_V_Duke_of_Pomeraniagt	elisabeth_of_poland
clementia_of_habsburg	charles_martel_of_anjou
charles_martel_of_anjou	clementia_of_habsburg
isabel_le_despenser	lt_Countess_of_ArundelRichard_FitzAlan_10th_Earl_of_Arundelgt
lt_Countess_of_ArundelRichard_FitzAlan_10th_Earl_of_Arundelgt	isabel_le_despenser
princess_adelgunde_of_bavaria_18701958	william_prince_of_hohenzollern
william_prince_of_hohenzollern	princess_adelgunde_of_bavaria_18701958
princess_ida_of_saxemeiningen	prince_bernhard_of_saxeweimareisenach
prince_bernhard_of_saxeweimareisenach	princess_ida_of_saxemeiningen
beatrice_of_luxembourg	charles_i_of_hungary
charles_i_of_hungary	beatrice_of_luxembourg
ltÉlisabeth_Marguerite_dOrléansgt	louis_joseph_duke_of_guise
louis_joseph_duke_of_guise	ltÉlisabeth_Marguerite_dOrléansgt
françoise_madeleine_dorléans	charles_emmanuel_ii_duke_of_savoy
archduchess_auguste_ferdinande_of_austria	luitpold_prince_regent_of_bavaria
luitpold_prince_regent_of_bavaria	archduchess_auguste_ferdinande_of_austria
lt_Prince_of_HohenzollernSigmaringenMarie_Antoinette_Muratgt	charles
euphemia_of_pomerania	christopher_ii_of_denmark
christopher_ii_of_denmark	euphemia_of_pomerania
lt_Countess_of_ToulouseRaymond_V_Count_of_Toulousegt	constance_of_france
matilde_of_bavaria	frederick_ii_margrave_of_meissen
frederick_ii_margrave_of_meissen	matilde_of_bavaria
alice_holland	lt_Countess_of_KentThomas_Holland_2nd_Earl_of_Kentgt
lt_Countess_of_KentThomas_Holland_2nd_Earl_of_Kentgt	alice_holland
mariacaterina_di_brignolesale	honoré_iii_prince_of_monaco
honoré_iii_prince_of_monaco	mariacaterina_di_brignolesale
princess_anna_of_saxony_18361859	ferdinand_iv_grand_duke_of_tuscany
ferdinand_iv_grand_duke_of_tuscany	princess_anna_of_saxony_18361859
lt_Countess_of_SoissonsThomas_Francis_Prince_of_Carignangt	marie_de_bourbon
princess_maria_vittoria_of_savoy	prince_leopold_count_of_syracuse
prince_leopold_count_of_syracuse	princess_maria_vittoria_of_savoy
princess_agnes_of_hohenlohelangenburg	constantine_hereditary_prince_of_löwensteinwertheimrosenberg
constantine_hereditary_prince_of_löwensteinwertheimrosenberg	princess_agnes_of_hohenlohelangenburg
rick_bauer	mindy_lewis
princess_louise_of_saxehildburghausen	william_duke_of_nassau
william_duke_of_nassau	princess_louise_of_saxehildburghausen
marie_antoinette_murat	charles_prince_of_hohenzollernsigmaringen
charles_prince_of_hohenzollernsigmaringen	marie_antoinette_murat
princess_joséphinecharlotte_of_belgium	jean_grand_duke_of_luxembourg
jean_grand_duke_of_luxembourg	princess_joséphinecharlotte_of_belgium
princess_louise_élisabeth_of_france	philip_duke_of_parma
philip_duke_of_parma	princess_louise_élisabeth_of_france
matilda_of_frisia	henry_i_of_france
princess_louise_of_denmark_17261756	ernest_frederick_iii_duke_of_saxehildburghausen
ernest_frederick_iii_duke_of_saxehildburghausen	princess_louise_of_denmark_17261756
maud_marshal	william_de_warenne_6th_earl_of_surrey
maud_marshal	hugh_bigod_3rd_earl_of_norfolk
william_de_warenne_6th_earl_of_surrey	maud_marshal
hugh_bigod_3rd_earl_of_norfolk	maud_marshal
maud_fitzjohn	lt_Countess_of_WarwickWilliam_de_Beauchamp_9th_Earl_of_Warwickgt
lt_Countess_of_WarwickWilliam_de_Beauchamp_9th_Earl_of_Warwickgt	maud_fitzjohn
christian	lt_Prince_Elect_of_DenmarkMagdalene_Sibylle_of_Saxonygt
lt_Prince_Elect_of_DenmarkMagdalene_Sibylle_of_Saxonygt	christian
benedetto	lt_Duke_of_ChablaisPrincess_Maria_Ana_of_Savoygt
lt_Duke_of_ChablaisPrincess_Maria_Ana_of_Savoygt	benedetto
duke_christian_louis_of_mecklenburg	princess_barbara_of_prussia
princess_barbara_of_prussia	duke_christian_louis_of_mecklenburg
bridget_de_vere	francis_norris_1st_earl_of_berkshire
francis_norris_1st_earl_of_berkshire	bridget_de_vere
archduke_gottfried_of_austria	princess_dorothea_of_bavaria
princess_dorothea_of_bavaria	archduke_gottfried_of_austria
princess_maria_ana_of_savoy	benedetto_duke_of_chablais
benedetto_duke_of_chablais	princess_maria_ana_of_savoy
duchess_charlotte_of_brunswicklüneburg	rinaldo_deste_duke_of_modena
rinaldo_deste_duke_of_modena	duchess_charlotte_of_brunswicklüneburg
princess_marie_louise_of_orléans_18961973	prince_philip_of_bourbontwo_sicilies
prince_philip_of_bourbontwo_sicilies	princess_marie_louise_of_orléans_18961973
princess_maria_antonia_of_the_two_sicilies	leopold_ii_grand_duke_of_tuscany
maria_deste	ranuccio_ii_farnese_duke_of_parma
somerset_de_chair	lady_juliet_tadgell
elisabeth_dorothea_of_saxegothaaltenburg	louis_vi_landgrave_of_hessedarmstadt
louis_vi_landgrave_of_hessedarmstadt	elisabeth_dorothea_of_saxegothaaltenburg
henry_vi	lt_Holy_Roman_EmperorConstance_of_Sicilygt
lt_Holy_Roman_EmperorConstance_of_Sicilygt	henry_vi
susan_de_vere	lt_Countess_of_MontgomeryPhilip_Herbert_4th_Earl_of_Pembrokegt
lt_Countess_of_MontgomeryPhilip_Herbert_4th_Earl_of_Pembrokegt	susan_de_vere
